Student ID,Age,Gender,Grade Level,Parental Education Level,Household Income,School Type,School Location,Average Exam Score,Attendance Rate,Internet Access at Home,Participation in Extracurricular Activities,Special Education Needs
S01152,10,Female,Grade 9,High School,100k-150k,Private,Urban,73.1,77.4,No,No,Yes
S01153,12,Female,Grade 3,High School,>150k,Private,Urban,72.7,91.8,Yes,No,No
S01154,15,Non-binary,Grade 1,PhD,60k-100k,Public,Urban,70.4,95.6,No,No,Yes
S01155,8,Non-binary,Grade 5,Master's,100k-150k,Public,Rural,85.3,87.1,Yes,Yes,No
S01156,11,Female,Grade 8,Bachelor's,30k-60k,Private,Urban,95.1,73.8,Yes,Yes,Yes
S01157,12,Male,Grade 11,Bachelor's,>150k,Public,Urban,82.5,78.6,Yes,No,No
S01158,7,Female,Grade 11,Master's,>150k,Private,Rural,58.4,76.4,Yes,Yes,No
S01159,10,Male,Grade 8,High School,<30k,Private,Urban,52.3,95.3,No,No,No
S01160,13,Female,Grade 12,High School,60k-100k,Private,Urban,55.6,86.7,Yes,No,Yes
S01161,8,Male,Grade 6,High School,>150k,Private,Urban,89.7,83.7,No,No,Yes
S01162,15,Non-binary,Grade 1,Master's,<30k,Public,Rural,76,96.7,Yes,No,Yes
S01163,8,Male,Grade 5,High School,100k-150k,Private,Rural,64.9,88.4,No,No,No
S01164,7,Female,Grade 6,Bachelor's,<30k,Private,Urban,98.8,95.7,No,Yes,No
S01165,9,Female,Grade 6,High School,100k-150k,Public,Rural,88,86,Yes,Yes,No
S01166,7,Female,Grade 4,Master's,100k-150k,Public,Rural,68.7,75,No,Yes,No
S01167,6,Female,Grade 2,PhD,<30k,Private,Rural,66.6,97,No,No,No
S01168,7,Male,Grade 3,Bachelor's,>150k,Public,Rural,92.9,85.5,Yes,Yes,Yes
S01169,6,Male,Grade 7,High School,30k-60k,Private,Urban,88.7,97.5,Yes,Yes,No
S01170,13,Male,Grade 5,High School,30k-60k,Private,Rural,69.4,99.5,Yes,Yes,No
S01171,13,Male,Grade 4,Bachelor's,100k-150k,Public,Urban,52.1,77.2,No,Yes,No
S01172,7,Non-binary,Grade 10,Bachelor's,>150k,Private,Rural,52.8,79.7,Yes,Yes,No
S01173,6,Non-binary,Grade 8,High School,100k-150k,Public,Urban,64.3,83,Yes,Yes,No
S01174,12,Male,Grade 4,PhD,<30k,Public,Urban,84.1,87.8,Yes,Yes,No
S01175,14,Male,Grade 8,Master's,100k-150k,Public,Rural,92.7,98.9,No,No,No
S01176,9,Male,Grade 10,Bachelor's,<30k,Private,Urban,79.7,93.2,No,Yes,Yes
S01177,6,Female,Grade 10,High School,30k-60k,Private,Urban,86.9,88,Yes,No,No
S01178,15,Male,Grade 10,High School,30k-60k,Public,Rural,99.8,93.1,No,Yes,No
S01179,12,Male,Grade 6,High School,>150k,Public,Urban,54.7,89.1,No,No,No
S01180,10,Non-binary,Grade 12,Master's,30k-60k,Private,Rural,77.9,94.8,Yes,No,No
S01181,16,Non-binary,Grade 11,High School,60k-100k,Public,Rural,78.3,97.3,Yes,Yes,No
S01182,6,Male,Grade 3,PhD,60k-100k,Private,Urban,66.4,99,No,Yes,No
S01183,14,Non-binary,Grade 12,Master's,30k-60k,Public,Rural,65.8,83.3,No,Yes,Yes
S01184,6,Non-binary,Grade 2,Master's,100k-150k,Private,Rural,78.6,81.2,Yes,No,Yes
S01185,16,Female,Grade 12,Bachelor's,60k-100k,Private,Urban,86,81,Yes,No,Yes
S01186,7,Male,Grade 1,High School,100k-150k,Public,Rural,74.7,77.6,No,No,No
S01187,12,Non-binary,Grade 10,Bachelor's,30k-60k,Public,Rural,62.1,77.2,No,No,Yes
S01188,8,Female,Grade 1,PhD,60k-100k,Public,Urban,70.2,77.2,Yes,Yes,Yes
S01189,7,Non-binary,Grade 8,Master's,60k-100k,Public,Rural,81,72.6,No,Yes,Yes
S01190,17,Female,Grade 8,Bachelor's,100k-150k,Public,Urban,88,96.5,No,Yes,Yes
S01191,16,Female,Grade 4,Master's,>150k,Public,Rural,55,72.1,No,Yes,Yes
S01192,13,Non-binary,Grade 3,Master's,60k-100k,Public,Rural,99.2,86.8,Yes,No,No
S01193,8,Female,Grade 3,Bachelor's,60k-100k,Public,Urban,69.6,80.7,Yes,No,Yes
S01194,6,Male,Grade 11,Bachelor's,100k-150k,Public,Urban,96.5,86.4,Yes,Yes,No
S01195,17,Male,Grade 6,PhD,30k-60k,Private,Urban,79.8,72.4,No,No,No
S01196,11,Female,Grade 12,Master's,100k-150k,Public,Urban,72,96.4,Yes,Yes,No
S01197,16,Female,Grade 3,PhD,30k-60k,Private,Rural,74.8,82.1,No,No,Yes
S01198,13,Female,Grade 8,Master's,>150k,Private,Urban,66.6,86.1,Yes,Yes,Yes
S01199,10,Female,Grade 5,PhD,<30k,Private,Urban,82.5,90,Yes,No,Yes
S01200,13,Male,Grade 2,Master's,30k-60k,Private,Urban,89.6,81.7,No,Yes,Yes
S01201,16,Non-binary,Grade 5,High School,60k-100k,Public,Rural,72.6,74.6,No,Yes,Yes
S01202,15,Non-binary,Grade 6,Master's,<30k,Public,Rural,88.1,77.7,No,Yes,No
S01203,10,Male,Grade 1,PhD,>150k,Private,Urban,61.8,81.1,Yes,Yes,Yes
S01204,12,Male,Grade 12,PhD,<30k,Public,Urban,53.1,70.3,No,Yes,Yes
S01205,7,Male,Grade 8,High School,>150k,Public,Rural,74.3,71.2,No,Yes,No
S01206,15,Female,Grade 3,Master's,100k-150k,Public,Rural,84.2,81.7,Yes,Yes,Yes
S01207,17,Female,Grade 11,Master's,100k-150k,Private,Urban,83.8,86.9,Yes,Yes,No
S01208,7,Male,Grade 8,PhD,<30k,Public,Urban,78.1,75.2,No,Yes,Yes
S01209,8,Non-binary,Grade 8,High School,30k-60k,Public,Urban,54,74.5,Yes,Yes,No
S01210,10,Female,Grade 4,High School,30k-60k,Public,Rural,84.9,72.7,No,No,Yes
S01211,8,Non-binary,Grade 9,PhD,60k-100k,Public,Urban,89.7,73.9,No,Yes,Yes
S01212,9,Non-binary,Grade 10,PhD,<30k,Private,Urban,77.2,96.9,No,Yes,No
S01213,14,Female,Grade 4,High School,>150k,Private,Rural,97.3,94.3,No,No,No
S01214,16,Male,Grade 12,Bachelor's,<30k,Private,Rural,72.5,92,No,No,Yes
S01215,15,Female,Grade 5,High School,30k-60k,Private,Rural,59.5,70.7,Yes,Yes,Yes
S01216,9,Non-binary,Grade 3,Bachelor's,100k-150k,Public,Urban,79.6,72.3,Yes,No,No
S01217,11,Male,Grade 1,Bachelor's,100k-150k,Public,Urban,66.7,78,No,Yes,No
S01218,12,Male,Grade 3,High School,100k-150k,Public,Urban,70.1,86.9,Yes,Yes,No
S01219,13,Non-binary,Grade 10,High School,>150k,Private,Urban,84.2,84.7,Yes,No,No
S01220,9,Male,Grade 5,Bachelor's,>150k,Public,Rural,79.8,87.7,No,No,Yes
S01221,6,Non-binary,Grade 10,PhD,100k-150k,Private,Urban,84.8,74.9,No,Yes,Yes
S01222,12,Non-binary,Grade 3,Master's,100k-150k,Private,Urban,99.1,73.3,Yes,No,Yes
S01223,13,Non-binary,Grade 2,Bachelor's,60k-100k,Private,Rural,69.3,75.3,Yes,Yes,Yes
S01224,12,Male,Grade 10,Master's,>150k,Public,Rural,91.8,83.7,No,Yes,No
S01225,17,Non-binary,Grade 6,High School,100k-150k,Public,Rural,70.5,87.7,Yes,Yes,No
S01226,6,Non-binary,Grade 7,Bachelor's,>150k,Public,Urban,77,98.4,Yes,Yes,No
S01227,9,Non-binary,Grade 6,Bachelor's,100k-150k,Private,Rural,50.1,74.5,Yes,Yes,Yes
S01228,13,Male,Grade 3,Bachelor's,100k-150k,Private,Rural,53.5,98,Yes,Yes,Yes
S01229,14,Female,Grade 10,PhD,30k-60k,Private,Rural,59.1,99.7,Yes,No,No
S01230,7,Female,Grade 11,PhD,60k-100k,Public,Rural,74.2,97.2,No,No,Yes
S01231,9,Non-binary,Grade 11,Bachelor's,100k-150k,Public,Rural,56.6,74.7,Yes,No,Yes
S01232,12,Non-binary,Grade 11,Master's,60k-100k,Private,Urban,75.2,90.7,Yes,Yes,No
S01233,8,Non-binary,Grade 5,Bachelor's,<30k,Public,Rural,86.8,82.4,Yes,No,Yes
S01234,12,Male,Grade 12,High School,60k-100k,Public,Rural,87.1,91.1,Yes,No,Yes
S01235,14,Female,Grade 5,PhD,100k-150k,Public,Urban,50.4,97.5,No,No,Yes
S01236,11,Female,Grade 5,PhD,>150k,Public,Rural,52.3,83.5,Yes,No,Yes
S01237,17,Non-binary,Grade 5,Master's,30k-60k,Public,Rural,96.5,74,No,Yes,Yes
S01238,15,Non-binary,Grade 1,Master's,<30k,Private,Urban,85.6,87.5,No,No,No
S01239,15,Non-binary,Grade 4,Bachelor's,<30k,Public,Urban,98.8,76.4,No,Yes,No
S01240,14,Non-binary,Grade 5,Master's,30k-60k,Private,Urban,93.7,99.2,No,Yes,Yes
S01241,9,Female,Grade 8,Master's,100k-150k,Private,Rural,57.6,86.6,No,No,Yes
S01242,16,Female,Grade 8,High School,100k-150k,Private,Rural,61.7,72,Yes,No,No
S01243,15,Female,Grade 3,Master's,30k-60k,Public,Urban,70,76.3,Yes,No,No
S01244,17,Non-binary,Grade 11,High School,<30k,Public,Urban,92,82.1,No,Yes,Yes
S01245,16,Male,Grade 6,High School,60k-100k,Public,Urban,90,85.4,Yes,No,No
S01246,10,Male,Grade 12,High School,30k-60k,Private,Rural,61.9,78.3,Yes,No,No
S01247,10,Male,Grade 7,High School,100k-150k,Private,Urban,57.1,86.4,Yes,No,No
S01248,12,Female,Grade 8,High School,<30k,Private,Rural,90.5,83.8,Yes,Yes,Yes
S01249,14,Female,Grade 8,Bachelor's,>150k,Public,Rural,90.5,96.6,No,No,Yes
S01250,10,Non-binary,Grade 8,PhD,>150k,Public,Rural,54.5,83.2,No,Yes,Yes
S01251,6,Non-binary,Grade 9,Master's,60k-100k,Public,Urban,94.5,87.1,Yes,Yes,No
S01252,6,Non-binary,Grade 7,High School,>150k,Public,Urban,95.6,80.7,Yes,Yes,No
S01253,6,Non-binary,Grade 7,High School,<30k,Private,Rural,53.6,73.1,No,Yes,Yes
S01254,6,Female,Grade 8,PhD,60k-100k,Public,Rural,56.7,83.2,No,No,Yes
S01255,8,Non-binary,Grade 11,Bachelor's,100k-150k,Public,Rural,67.4,97.4,Yes,Yes,Yes
S01256,9,Non-binary,Grade 8,Master's,30k-60k,Private,Urban,82.2,99.9,No,No,No
S01257,6,Male,Grade 12,Bachelor's,<30k,Private,Urban,64.5,74.4,No,No,Yes
S01258,7,Male,Grade 12,High School,60k-100k,Public,Rural,66.5,94.4,No,Yes,Yes
S01259,15,Female,Grade 9,Master's,<30k,Public,Rural,56.1,98.8,No,No,No
S01260,12,Female,Grade 6,High School,>150k,Private,Rural,51.7,90.1,No,No,No
S01261,12,Male,Grade 8,PhD,30k-60k,Private,Rural,91.5,71.1,No,Yes,No
S01262,14,Non-binary,Grade 6,High School,>150k,Private,Rural,51.5,71.7,Yes,No,No
S01263,16,Male,Grade 1,Bachelor's,<30k,Public,Urban,100,91.1,Yes,No,Yes
S01264,12,Male,Grade 12,Bachelor's,30k-60k,Public,Urban,95.5,86.3,No,No,No
S01265,9,Female,Grade 7,Bachelor's,>150k,Public,Rural,94.6,72.1,Yes,Yes,Yes
S01266,11,Male,Grade 7,High School,>150k,Private,Urban,98.9,83.3,No,No,No
S01267,10,Female,Grade 12,Bachelor's,30k-60k,Public,Urban,92.4,82.8,No,No,Yes
S01268,9,Non-binary,Grade 4,Bachelor's,30k-60k,Private,Urban,90.9,87.6,No,No,Yes
S01269,13,Male,Grade 11,PhD,100k-150k,Private,Urban,59.3,98.1,Yes,Yes,Yes
S01270,7,Non-binary,Grade 12,PhD,30k-60k,Private,Rural,67.6,94.2,Yes,No,Yes
S01271,7,Female,Grade 6,Bachelor's,>150k,Private,Urban,78.8,89.8,Yes,Yes,Yes
S01272,10,Non-binary,Grade 10,Bachelor's,<30k,Public,Rural,84.6,74.2,Yes,No,No
S01273,14,Non-binary,Grade 4,Master's,<30k,Public,Rural,57.3,89.5,No,No,No
S01274,10,Female,Grade 3,PhD,<30k,Public,Urban,98.9,82.4,No,Yes,No
S01275,13,Male,Grade 7,High School,<30k,Private,Urban,93.3,85,No,Yes,Yes
S01276,13,Female,Grade 8,High School,30k-60k,Private,Rural,73.4,76.5,No,No,Yes
S01277,13,Female,Grade 7,Bachelor's,<30k,Public,Urban,64.3,71,No,No,Yes
S01278,11,Non-binary,Grade 11,Master's,<30k,Public,Urban,61.5,97.8,Yes,Yes,Yes
S01279,13,Male,Grade 2,PhD,100k-150k,Public,Urban,99.7,86.5,No,No,Yes
S01280,9,Female,Grade 4,Bachelor's,100k-150k,Public,Urban,60.3,87.4,Yes,No,No
S01281,10,Male,Grade 4,Master's,100k-150k,Public,Rural,78.6,84.4,Yes,Yes,No
S01282,14,Male,Grade 4,High School,60k-100k,Public,Urban,62,77,No,No,No
S01283,9,Male,Grade 11,Master's,100k-150k,Private,Rural,90.5,81.8,Yes,No,No
S01284,15,Non-binary,Grade 7,PhD,60k-100k,Private,Rural,80,81,No,Yes,Yes
S01285,11,Non-binary,Grade 5,PhD,>150k,Public,Urban,72.4,81.7,No,No,No
S01286,16,Non-binary,Grade 2,High School,>150k,Public,Urban,51,99.8,No,No,Yes
S01287,10,Female,Grade 10,Master's,60k-100k,Public,Rural,62,84.3,No,No,Yes
S01288,16,Female,Grade 1,Bachelor's,100k-150k,Private,Rural,60.7,83.5,Yes,Yes,Yes
S01289,8,Male,Grade 2,PhD,60k-100k,Private,Rural,86.5,94.5,No,No,No
S01290,15,Female,Grade 10,PhD,100k-150k,Private,Urban,71.2,79.8,No,No,Yes
S01291,15,Female,Grade 1,High School,100k-150k,Public,Urban,82.8,89.4,No,No,No
S01292,14,Male,Grade 2,High School,60k-100k,Private,Urban,50.9,87.2,No,Yes,Yes
S01293,10,Female,Grade 3,High School,>150k,Private,Urban,89.8,75.9,No,Yes,No
S01294,6,Non-binary,Grade 4,PhD,30k-60k,Public,Rural,94.2,96.6,Yes,No,No
S01295,7,Non-binary,Grade 4,Master's,30k-60k,Public,Urban,56.1,87.4,No,Yes,No
S01296,15,Non-binary,Grade 11,Bachelor's,30k-60k,Public,Urban,66.4,76.4,No,Yes,Yes
S01297,13,Female,Grade 1,PhD,100k-150k,Public,Rural,58.2,95.5,Yes,Yes,Yes
S01298,16,Male,Grade 2,Bachelor's,>150k,Private,Rural,76.3,96.2,No,No,Yes
S01299,6,Female,Grade 10,PhD,>150k,Public,Urban,76.9,81.5,Yes,No,No
S01300,10,Non-binary,Grade 10,PhD,100k-150k,Public,Rural,81.9,73.2,Yes,Yes,Yes
S01301,13,Non-binary,Grade 6,Bachelor's,60k-100k,Public,Rural,74.7,98.6,No,Yes,No
S01302,14,Non-binary,Grade 7,PhD,100k-150k,Private,Urban,84.7,87.2,No,Yes,No
S01303,10,Female,Grade 3,High School,<30k,Public,Rural,72,97.4,Yes,Yes,No
S01304,12,Female,Grade 3,Master's,60k-100k,Public,Urban,91.5,88.7,Yes,No,Yes
S01305,8,Non-binary,Grade 3,Bachelor's,>150k,Public,Urban,51.1,70.7,Yes,Yes,No
S01306,6,Non-binary,Grade 10,Master's,30k-60k,Public,Urban,76.4,94.4,Yes,No,No
S01307,9,Non-binary,Grade 8,High School,60k-100k,Public,Rural,69.3,82.8,No,Yes,No
S01308,13,Non-binary,Grade 2,High School,<30k,Private,Urban,73.1,90.2,No,Yes,Yes
S01309,12,Male,Grade 2,PhD,<30k,Private,Urban,88.5,88.2,No,No,Yes
S01310,15,Female,Grade 2,PhD,<30k,Private,Rural,75.4,93.6,Yes,No,Yes
S01311,6,Non-binary,Grade 3,High School,100k-150k,Private,Urban,81.2,90.2,Yes,Yes,No
S01312,13,Non-binary,Grade 1,Bachelor's,30k-60k,Private,Urban,93.4,75.8,Yes,Yes,No
S01313,15,Female,Grade 8,Master's,<30k,Private,Urban,58.1,78.7,No,No,No
S01314,10,Female,Grade 10,Master's,>150k,Private,Rural,81,88.1,Yes,No,Yes
S01315,16,Non-binary,Grade 3,Bachelor's,30k-60k,Public,Urban,74,91.3,No,No,No
S01316,12,Male,Grade 6,Master's,60k-100k,Public,Rural,99.3,98.5,Yes,Yes,No
S01317,7,Non-binary,Grade 3,Bachelor's,<30k,Public,Rural,69.9,91.6,Yes,No,No
S01318,17,Male,Grade 9,Bachelor's,100k-150k,Private,Rural,81.3,71.3,Yes,Yes,Yes
S01319,13,Non-binary,Grade 5,PhD,60k-100k,Public,Urban,73.2,71.2,No,Yes,Yes
S01320,16,Female,Grade 7,Master's,>150k,Private,Urban,73.9,81.3,Yes,Yes,Yes
S01321,14,Female,Grade 2,Master's,30k-60k,Public,Urban,96.5,93.8,Yes,No,Yes
S01322,11,Male,Grade 11,PhD,100k-150k,Public,Rural,54.4,80.1,Yes,Yes,Yes
S01323,6,Non-binary,Grade 7,Bachelor's,100k-150k,Private,Urban,94.5,87.3,Yes,Yes,Yes
S01324,8,Non-binary,Grade 8,PhD,>150k,Private,Rural,82.5,95.5,Yes,Yes,Yes
S01325,10,Male,Grade 3,High School,100k-150k,Public,Urban,50.9,72.8,Yes,No,Yes
S01326,9,Non-binary,Grade 7,Bachelor's,>150k,Public,Rural,66.1,98,No,No,No
S01327,10,Female,Grade 5,PhD,<30k,Public,Urban,61.9,82.1,Yes,Yes,Yes
S01328,11,Non-binary,Grade 12,PhD,<30k,Public,Rural,58.5,96.6,No,Yes,Yes
S01329,9,Male,Grade 9,High School,60k-100k,Public,Urban,87.5,71.4,Yes,Yes,Yes
S01330,16,Non-binary,Grade 6,Bachelor's,>150k,Public,Rural,79.6,78.8,No,No,Yes
S01331,6,Female,Grade 4,PhD,60k-100k,Public,Urban,69.1,81.3,Yes,No,No
S01332,10,Male,Grade 7,Master's,30k-60k,Private,Urban,61.2,81.5,No,No,No
S01333,17,Female,Grade 3,Bachelor's,<30k,Private,Urban,92,78.1,No,No,No
S01334,15,Male,Grade 7,High School,30k-60k,Private,Urban,56.7,99.5,No,Yes,No
S01335,8,Male,Grade 10,Master's,<30k,Private,Rural,94.1,82.9,Yes,No,No
S01336,14,Male,Grade 4,High School,<30k,Public,Urban,69.5,84.8,Yes,Yes,No
S01337,8,Male,Grade 6,Bachelor's,30k-60k,Private,Rural,84.8,70.4,No,Yes,No
S01338,8,Male,Grade 6,PhD,30k-60k,Public,Rural,66.9,79.8,No,Yes,Yes
S01339,8,Non-binary,Grade 10,PhD,60k-100k,Private,Urban,68.5,97,No,Yes,Yes
S01340,9,Male,Grade 7,High School,60k-100k,Public,Rural,85.5,88.7,No,Yes,No
S01341,10,Non-binary,Grade 6,Master's,>150k,Public,Rural,83.9,86.3,No,Yes,No
S01342,17,Male,Grade 1,Bachelor's,100k-150k,Private,Urban,61.1,89.4,Yes,No,No
S01343,11,Female,Grade 9,Bachelor's,<30k,Public,Rural,90.7,92.2,No,Yes,No
S01344,10,Non-binary,Grade 5,PhD,>150k,Private,Rural,97.4,99.2,Yes,No,Yes
S01345,12,Non-binary,Grade 4,Bachelor's,60k-100k,Public,Urban,94.9,88.9,Yes,No,No
S01346,10,Female,Grade 10,Master's,30k-60k,Public,Urban,96,75.4,No,No,Yes
S01347,11,Female,Grade 6,Master's,60k-100k,Private,Urban,91.3,73.8,No,Yes,Yes
S01348,9,Male,Grade 6,Master's,30k-60k,Private,Rural,68.5,83.8,No,No,No
S01349,16,Female,Grade 8,PhD,>150k,Public,Rural,71.7,73.2,Yes,No,Yes
S01350,17,Female,Grade 4,PhD,<30k,Public,Rural,77.2,73.9,No,No,Yes
S01351,6,Male,Grade 1,PhD,30k-60k,Public,Urban,53.6,97.4,No,Yes,No
S01352,9,Male,Grade 4,High School,<30k,Public,Urban,89.7,94.3,Yes,Yes,Yes
S01353,9,Non-binary,Grade 9,High School,60k-100k,Public,Rural,88.4,71.1,Yes,Yes,No
S01354,13,Female,Grade 4,Bachelor's,30k-60k,Private,Rural,66.8,80.1,Yes,No,Yes
S01355,17,Male,Grade 7,PhD,30k-60k,Public,Urban,99.5,78.9,No,Yes,No
S01356,12,Non-binary,Grade 6,High School,<30k,Private,Rural,68.3,92.7,No,No,No
S01357,6,Male,Grade 4,PhD,100k-150k,Public,Rural,71.3,89.4,No,Yes,Yes
S01358,11,Male,Grade 1,Master's,>150k,Private,Urban,81.1,89.6,Yes,No,No
S01359,17,Female,Grade 5,Bachelor's,100k-150k,Public,Rural,71.4,88.2,No,Yes,Yes
S01360,13,Non-binary,Grade 3,PhD,60k-100k,Private,Rural,62.9,89.7,No,No,No
S01361,17,Male,Grade 9,Master's,100k-150k,Public,Urban,86.1,92.7,Yes,Yes,No
S01362,15,Male,Grade 4,High School,100k-150k,Private,Urban,81.9,96.3,Yes,No,No
S01363,7,Female,Grade 11,PhD,>150k,Private,Rural,58.6,72,Yes,No,No
S01364,6,Female,Grade 12,Master's,100k-150k,Public,Urban,63,72,Yes,Yes,Yes
S01365,13,Non-binary,Grade 1,Master's,100k-150k,Public,Urban,66.7,83.5,No,Yes,Yes
S01366,12,Non-binary,Grade 7,Master's,>150k,Public,Urban,68.3,75.8,No,No,No
S01367,13,Non-binary,Grade 8,PhD,100k-150k,Private,Rural,95.7,83.2,Yes,No,Yes
S01368,6,Female,Grade 10,High School,30k-60k,Private,Urban,89.3,92.6,Yes,Yes,Yes
S01369,14,Non-binary,Grade 6,High School,60k-100k,Public,Rural,97,96.2,No,Yes,Yes
S01370,7,Male,Grade 12,High School,>150k,Public,Urban,51.8,78.6,No,No,Yes
S01371,9,Male,Grade 8,PhD,<30k,Private,Rural,58.2,91.7,No,No,Yes
S01372,16,Male,Grade 8,Bachelor's,<30k,Public,Urban,80.2,99.9,No,No,No
S01373,6,Non-binary,Grade 3,High School,30k-60k,Private,Rural,71.9,85,No,Yes,Yes
S01374,15,Female,Grade 12,PhD,60k-100k,Private,Rural,68,72.9,Yes,Yes,Yes
S01375,16,Male,Grade 5,High School,30k-60k,Public,Rural,55,82.9,No,No,Yes
S01376,10,Non-binary,Grade 2,High School,>150k,Public,Urban,98.5,75.6,Yes,No,No
S01377,7,Male,Grade 7,Master's,100k-150k,Public,Rural,68.8,95.3,Yes,Yes,No
S01378,6,Non-binary,Grade 5,High School,<30k,Private,Rural,86.9,95.3,Yes,No,Yes
S01379,12,Female,Grade 7,PhD,<30k,Public,Rural,86.2,74.6,No,Yes,No
S01380,8,Female,Grade 5,PhD,30k-60k,Public,Urban,77.1,80.2,No,No,Yes
S01381,7,Non-binary,Grade 4,PhD,100k-150k,Private,Urban,95,82.9,No,No,No
S01382,10,Female,Grade 5,Master's,100k-150k,Private,Rural,81.6,94.6,Yes,Yes,Yes
S01383,6,Female,Grade 3,Master's,100k-150k,Public,Urban,83.6,96.1,No,No,Yes
S01384,12,Male,Grade 9,Master's,30k-60k,Private,Rural,69.7,80.6,No,No,No
S01385,17,Non-binary,Grade 10,Bachelor's,30k-60k,Private,Urban,72.5,79.7,No,No,Yes
S01386,12,Female,Grade 5,PhD,100k-150k,Public,Urban,95.5,93.2,No,Yes,No
S01387,14,Non-binary,Grade 9,High School,30k-60k,Private,Rural,91.1,97.4,Yes,No,Yes
S01388,17,Non-binary,Grade 11,PhD,>150k,Private,Rural,70.3,91.4,Yes,No,No
S01389,12,Non-binary,Grade 10,Bachelor's,30k-60k,Public,Rural,79.8,87,No,Yes,No
S01390,7,Female,Grade 10,Bachelor's,30k-60k,Private,Urban,81.9,93.3,Yes,Yes,No
S01391,15,Non-binary,Grade 3,High School,>150k,Private,Rural,50.8,99.1,Yes,No,Yes
S01392,9,Non-binary,Grade 7,PhD,30k-60k,Private,Rural,89.3,74.3,Yes,Yes,Yes
S01393,9,Non-binary,Grade 8,High School,60k-100k,Private,Rural,50.5,74.2,No,No,Yes
S01394,6,Non-binary,Grade 5,PhD,60k-100k,Private,Rural,62.5,98.5,Yes,Yes,No
S01395,16,Non-binary,Grade 4,High School,>150k,Private,Urban,56.9,70.6,Yes,No,No
S01396,7,Female,Grade 11,Master's,60k-100k,Public,Urban,98.1,92,No,No,Yes
S01397,14,Male,Grade 5,Bachelor's,60k-100k,Private,Rural,75.1,70.6,Yes,No,Yes
S01398,12,Female,Grade 1,PhD,100k-150k,Private,Urban,78.2,85.9,Yes,No,Yes
S01399,16,Non-binary,Grade 12,PhD,60k-100k,Private,Rural,83.8,71.3,No,No,Yes
S01400,17,Male,Grade 1,High School,100k-150k,Private,Urban,90.8,75.3,No,No,Yes
S01401,16,Non-binary,Grade 12,Master's,>150k,Public,Rural,88.6,89.3,Yes,No,Yes
S01402,7,Female,Grade 3,PhD,>150k,Private,Rural,82.2,90,Yes,Yes,Yes
S01403,6,Male,Grade 2,High School,<30k,Public,Urban,76,77.9,No,No,Yes
S01404,16,Male,Grade 1,PhD,30k-60k,Public,Urban,64.9,83.3,Yes,Yes,Yes
S01405,12,Male,Grade 11,Master's,100k-150k,Private,Urban,68.8,90,Yes,Yes,Yes
S01406,11,Non-binary,Grade 6,Master's,30k-60k,Public,Rural,97.5,87.1,Yes,Yes,No
S01407,15,Non-binary,Grade 6,Bachelor's,60k-100k,Private,Urban,59.5,76.2,No,No,No
S01408,11,Non-binary,Grade 9,Bachelor's,<30k,Public,Urban,63.6,79.2,No,No,No
S01409,15,Male,Grade 10,PhD,>150k,Public,Rural,82.3,89.8,No,Yes,No
S01410,14,Male,Grade 6,Bachelor's,100k-150k,Public,Urban,69.7,99.8,Yes,No,Yes
S01411,13,Male,Grade 8,High School,100k-150k,Private,Rural,53.5,84.6,No,No,No
S01412,6,Male,Grade 4,Bachelor's,<30k,Public,Urban,77.5,85.4,No,No,No
S01413,15,Female,Grade 12,High School,100k-150k,Public,Rural,91.9,72.8,No,No,Yes
S01414,8,Non-binary,Grade 9,PhD,60k-100k,Public,Rural,70,87.1,No,Yes,No
S01415,8,Male,Grade 4,Master's,<30k,Private,Rural,72.4,74.4,Yes,Yes,Yes
S01416,8,Female,Grade 10,PhD,100k-150k,Public,Urban,87.5,78.1,Yes,Yes,Yes
S01417,9,Non-binary,Grade 11,High School,30k-60k,Private,Urban,57,87.7,Yes,No,Yes
S01418,15,Female,Grade 3,High School,30k-60k,Public,Rural,97.5,94.7,Yes,Yes,Yes
S01419,14,Non-binary,Grade 7,Bachelor's,30k-60k,Public,Rural,80.1,89.9,Yes,No,No
S01420,10,Male,Grade 3,PhD,<30k,Private,Urban,70.8,92,Yes,No,Yes
S01421,11,Female,Grade 7,High School,100k-150k,Private,Rural,53.7,84.7,No,Yes,No
S01422,17,Female,Grade 7,Bachelor's,60k-100k,Private,Rural,84.3,85.7,Yes,Yes,No
S01423,15,Non-binary,Grade 7,Bachelor's,>150k,Private,Rural,58,83.4,No,No,No
S01424,16,Male,Grade 7,PhD,30k-60k,Public,Urban,96.6,85.1,No,No,No
S01425,10,Female,Grade 12,Bachelor's,>150k,Private,Rural,68.3,79.1,Yes,No,No
S01426,15,Male,Grade 1,Master's,>150k,Private,Rural,97.9,89.1,No,Yes,Yes
S01427,13,Non-binary,Grade 9,Bachelor's,<30k,Public,Rural,63.5,88.5,No,Yes,Yes
S01428,12,Non-binary,Grade 12,Master's,<30k,Private,Urban,56.7,81.2,No,No,No
S01429,11,Female,Grade 2,PhD,30k-60k,Private,Rural,77,88.7,Yes,Yes,Yes
S01430,9,Non-binary,Grade 8,PhD,100k-150k,Public,Urban,61.8,73.4,No,No,No
S01431,17,Non-binary,Grade 1,PhD,100k-150k,Private,Rural,59,73,No,No,Yes
S01432,9,Male,Grade 6,Bachelor's,>150k,Public,Rural,65.6,99.2,Yes,Yes,Yes
